H_ery_ID	HEeggA	HEeggB	HEeggC	HE4cA	HE4cB	HE4cC	HE16cA	HE16cB	HE16cC	HE32cA	HE32cB	HE32cC	HEblA	HEblB	HEblC	HEgaA	HEgaB	HEgaC	HEprA	HEprB	HEprC
HER_34310	0	0	0	3	0	0	2	4	8	1	1	2	1	1	2	1	0	1	1	1	0
HER_34311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
HER_34312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
HER_34313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_34314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_34315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_34316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_34317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_34318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_34319	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
HER_3432	43	45	50	249	204	226	601	429	637	195	379	339	133	214	170	55	121	98	146	136	46
HER_34320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_34321	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
HER_34323	0	0	0	0	0	0	0	0	0	0	0	1	2	0	9	4	8	8	17	11	4
HER_34324	2	5	6	11	22	16	130	54	26	48	102	48	15	23	12	12	14	19	27	27	9
HER_34325	1	0	1	1	0	0	0	0	0	0	0	1	3	4	4	2	4	3	5	5	1
HER_34326	0	0	0	0	0	0	0	0	1	0	0	0	5	4	5	5	6	5	10	9	4
HER_34327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_34329	18	48	32	107	176	151	541	433	216	199	349	294	102	139	128	105	161	132	256	218	64
HER_3433	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1
HER_34330	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0
HER_34331	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0
HER_34332	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
HER_34333	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HER_34334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_34335	2	5	4	15	30	20	89	78	34	43	83	45	17	19	24	16	21	16	41	40	10
HER_34337	0	2	1	6	8	10	43	28	16	23	40	18	7	10	5	6	9	8	11	10	4
HER_34338	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
HER_34339	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	2	0	1	0
HER_3434	99	95	103	279	295	255	514	460	280	186	309	272	153	114	166	60	111	87	152	120	59
HER_34343	1	6	5	14	27	16	225	56	29	47	165	55	17	24	15	15	19	17	24	28	10
HER_34344	2	5	4	14	23	16	111	57	27	47	88	53	16	27	14	13	19	20	28	28	9
HER_34345	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
HER_34346	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	1
HER_34348	0	0	0	0	0	0	0	0	0	0	1	0	2	1	4	2	1	4	3	3	0
HER_34349	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
HER_3435	0	1	1	1	1	0	0	4	2	1	0	2	11	55	6	4	6	3	8	7	2
HER_34351	0	0	0	0	0	0	0	0	0	0	1	0	3	1	4	1	3	3	2	2	2
HER_34352	0	1	0	1	0	2	1	0	0	1	1	1	1	2	0	0	0	1	0	0	0
HER_34354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_34355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
HER_34356	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
HER_34357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_34360	0	0	0	0	0	0	0	1	0	0	1	0	5	1	5	2	3	2	2	2	1
HER_34364	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0
HER_34365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_34366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
HER_34368	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	2	2	3	2	1	0
HER_3437	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	1	1	0	1	0
HER_34370	0	0	0	0	0	0	0	0	0	0	0	0	98	65	76	48	37	33	41	29	17
HER_34371	1	0	0	0	1	0	0	0	0	0	0	2	168	123	163	90	74	113	73	55	36
HER_34372	21	12	31	9	14	13	14	17	4	10	19	39	178	220	377	1348	740	643	1004	675	788
HER_34374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_34376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_34378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_34379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_3438	152	130	142	210	167	160	460	261	407	104	220	298	120	185	80	82	68	62	106	78	36
HER_34380	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HER_34381	1	3	2	8	10	15	45	31	16	26	45	39	8	24	8	10	12	11	14	12	7
HER_34383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_34385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_34386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_34387	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	2	2	2	0
HER_34389	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	3	3	1	2
HER_3439	0	1	0	1	4	0	1	2	2	2	2	0	3	0	0	0	0	1	0	0	0
HER_34390	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	1	1	0	0
HER_34391	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	7	2	3	0	1	2
HER_34392	0	1	0	0	1	2	4	3	1	2	3	5	43	19	34	12	39	35	30	41	9
HER_34394	30	47	11	45	76	18	81	107	61	47	44	98	8	46	9	9	2	2	5	5	2
HER_34395	2	1	0	3	2	0	0	0	1	0	0	4	1	13	3	3	4	2	3	1	1
HER_34396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_34397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_34398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_3440	554	38	108	140	326	66	58	123	44	70	48	318	127	166	22	3	10	5	6	9	2
HER_34401	0	0	0	0	1	0	2	0	0	0	2	0	0	0	0	0	1	0	0	0	0
HER_34402	0	0	0	0	0	0	1	0	1	0	0	1	1	2	0	1	1	0	1	0	0
HER_34405	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
HER_34406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_34407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
HER_34409	0	0	0	0	0	0	1	3	1	3	2	2	1	1	3	0	2	0	1	1	0
HER_34412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1
HER_34415	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	0	2	6	8	1
HER_34416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	2	1	1
HER_3442	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	6	6	8
HER_34420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_34422	7	1666	796	10	614	0	23	2	8	0	16	13	12	219	1	110	309	50	2	0	127
HER_34423	7	91	9	57	21	3	12	1	38	4	9	41	18	27	1	17	13	7	2	1	16
HER_34424	0	0	0	0	0	1	2	0	0	0	0	0	2	0	2	1	3	1	3	0	0
HER_34425	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
HER_34426	3	0	1	0	2	1	0	0	0	0	0	2	6	2	5	1	4	1	2	1	1
HER_34428	0	0	0	2	1	0	1	1	1	1	2	2	4	4	4	5	6	4	10	9	4
HER_34429	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1
HER_34430	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0
HER_34433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_34437	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
HER_34438	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
HER_34439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_34440	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
HER_34441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_34444	0	1	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
HER_34445	0	2	0	0	3	0	2	2	0	0	1	1	0	1	0	0	2	0	0	0	0
HER_34446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_34450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_34451	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	2	1	2	1	1
HER_34452	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	1	1	1	1	2
HER_34453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_34454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_34456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_34461	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_34462	0	0	0	0	0	0	1	0	0	0	0	0	5	2	1	2	0	0	0	1	0
HER_34463	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	2	1	1	0	2
HER_34464	0	0	1	14	14	17	66	30	12	30	78	12	51	52	44	33	102	65	39	21	48
HER_34465	0	0	0	0	1	3	0	0	1	4	0	0	2	0	2	0	1	0	0	2	1
HER_34466	1	0	0	0	0	0	2	0	1	1	0	0	2	1	2	2	1	2	0	0	2
HER_34467	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	2	0	1	0	1	0
HER_34468	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
HER_34469	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
HER_3447	1	4	0	0	3	3	31	4	9	2	16	2	4	0	2	14	1	6	2	3	0
HER_34470	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
HER_34473	0	0	0	0	0	1	0	0	1	0	0	0	5	2	3	4	3	2	2	3	0
HER_34474	0	0	0	0	0	0	0	0	0	0	0	7	9	34	6	4	3	4	7	4	2
HER_34475	0	0	0	0	0	0	0	0	0	0	0	5	10	37	10	5	5	6	12	5	2
HER_34477	0	0	0	1	0	0	0	0	0	0	0	0	2	0	11	1	0	1	5	13	0
HER_34479	4	1	1	1	1	0	0	1	0	0	1	0	2	1	11	2	3	1	5	4	1
HER_3448	0	2	0	0	3	0	0	5	1	1	1	7	0	2	4	1	0	1	0	0	2
HER_34480	0	1	0	1	1	1	0	0	0	0	0	0	0	0	4	1	1	0	4	2	1
HER_34481	3	4	4	6	3	3	5	4	4	4	4	3	4	3	9	4	4	1	7	4	2
HER_34482	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	1	0	1	2	0
HER_34484	0	0	0	0	0	1	0	0	0	0	0	1	3	1	8	4	2	1	5	5	0
HER_34485	0	0	0	1	0	0	0	0	0	0	0	1	3	6	23	12	6	2	11	8	3
HER_34486	0	0	0	0	0	0	0	0	0	0	0	0	2	3	9	9	3	2	6	4	3
HER_34492	1	0	1	1	1	0	4	1	1	0	2	1	0	0	0	0	0	0	0	0	0
HER_34497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_34498	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
HER_34499	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HER_3450	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	1	0	2	4	3	0
HER_34501	0	0	0	0	2	2	1	0	5	0	0	0	0	4	0	0	1	0	1	0	0
HER_34502	29	26	46	210	129	153	187	237	182	91	132	228	376	368	380	164	337	267	344	296	154
HER_34503	60	162	116	1458	863	1256	1868	1785	1469	804	1245	1596	1792	1937	1348	751	1298	1019	933	810	398
HER_34504	0	1	1	0	1	1	5	6	1	6	1	2	1	1	9	1	1	3	16	12	1
HER_34505	0	0	1	0	0	0	4	0	0	0	2	0	0	0	0	0	2	0	0	1	0
HER_34509	0	0	6	0	2	0	0	0	0	0	0	2	1	1	0	3	0	0	2	2	0
HER_3451	1	0	0	0	2	0	1	0	5	0	1	0	28	112	28	24	16	20	31	26	2
HER_34510	0	0	8	0	1	0	0	0	0	0	0	1	1	1	1	6	0	0	4	4	0
HER_34513	0	0	4	0	0	7	51	17	75	4	26	60	11	26	16	18	29	31	26	17	7
HER_34519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_3452	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
HER_34522	0	0	1	1	2	0	24	19	46	4	9	33	17	32	27	27	36	43	42	22	9
HER_34523	1	0	0	0	0	12	7	3	11	1	5	7	5	4	5	4	2	2	3	2	2
HER_34529	1	3	3	17	2	5	4	2	7	0	5	18	5	23	5	4	2	5	3	2	1
HER_3453	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
HER_34531	0	0	0	0	1	3	6	14	20	2	5	18	11	18	13	20	21	29	20	19	10
HER_34532	0	0	1	0	0	11	1	4	7	0	1	2	4	2	2	2	8	4	4	2	1
HER_34535	0	0	0	1	1	2	2	3	2	1	2	2	1	0	0	1	2	0	0	0	1
HER_34537	1	4	4	2	4	2	6	8	11	9	3	10	6	15	17	5	5	16	14	10	4
HER_34539	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
HER_34540	0	0	0	0	2	0	16	5	27	2	16	17	1	6	3	2	4	6	4	3	2
HER_34541	0	0	1	0	0	4	4	0	15	0	3	4	2	2	1	1	3	3	2	1	1
HER_34542	2	18	20	5	15	2	10	17	14	14	6	41	4	40	26	11	10	17	25	21	7
HER_34543	0	0	2	0	4	0	66	10	79	2	24	49	7	20	14	7	16	22	23	16	9
HER_34544	0	0	0	1	1	10	6	0	12	0	4	5	6	5	1	2	7	4	2	6	2
HER_34545	170	352	367	832	638	656	1334	714	1310	312	734	709	302	306	138	261	214	463	130	104	130
HER_34546	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	1	1	1	2	2	1
HER_34548	247	387	407	491	890	537	1693	1297	1442	849	1436	1075	194	277	172	111	120	100	268	264	136
HER_34549	20	51	80	27	68	20	22	70	46	47	16	79	56	57	64	58	99	44	64	52	36
HER_3455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
HER_34550	2	2	1	1	6	2	8	3	5	3	12	15	1	3	0	4	1	0	5	1	0
HER_34552	12	31	14	102	78	128	242	136	138	58	145	137	57	74	53	19	42	9	14	17	14
HER_34554	0	0	0	2	1	2	0	0	0	0	0	1	4	1	3	1	0	1	0	0	1
HER_34555	86	34	31	54	163	34	100	44	29	20	66	115	139	144	195	133	154	114	189	148	87
HER_34558	17	51	48	258	224	121	529	178	311	91	353	298	174	170	140	50	134	81	141	103	77
HER_34559	504	787	722	4326	3670	3118	5592	4704	5680	1660	2922	4877	3220	4070	3361	1584	3202	2476	3672	2828	1478
HER_34560	390	1999	692	4470	5114	4974	11268	6911	7166	3413	7369	6946	4224	5080	3337	1819	3498	2398	2900	2316	1255
HER_34561	2	16	8	31	36	33	117	78	76	44	74	50	32	39	31	9	30	17	34	24	12
HER_34562	9	26	19	78	61	62	206	157	190	62	114	109	76	67	82	23	72	43	71	64	22
HER_34563	10	8	14	16	10	10	45	14	26	8	25	37	36	50	34	74	53	63	123	87	80
HER_34564	14	14	34	40	44	39	76	43	46	38	77	108	361	226	195	302	455	345	666	540	474
HER_34565	2	0	1	0	2	0	0	1	0	0	1	2	4	3	2	3	2	1	8	4	0
HER_34567	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0
HER_34568	30	12	30	99	76	59	81	51	35	32	65	101	60	66	55	112	108	114	164	128	128
HER_34569	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
HER_34573	172	244	270	980	822	683	2410	1202	2006	328	910	1577	470	716	473	234	468	340	767	548	166
HER_34574	628	839	946	4042	3276	2852	8660	5140	6198	2214	5030	5368	1674	2664	1349	796	1588	867	2104	1444	636
HER_34575	878	648	724	2411	2061	1808	2268	1769	2127	1101	1726	2664	11498	11293	13468	7633	9912	8104	9324	8035	3914
HER_34577	15	48	24	82	78	122	150	45	99	31	107	102	62	64	100	103	70	63	152	111	52
HER_34578	388	125	230	810	706	446	878	785	888	325	504	805	324	498	349	109	181	195	220	158	132
HER_3458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_34580	71	94	78	149	207	158	358	221	281	66	124	221	371	279	207	116	239	218	239	210	101
HER_34581	0	0	0	0	1	1	0	0	0	1	0	0	4	1	4	0	1	1	2	0	0
HER_34583	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1
HER_34584	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
HER_34585	1	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1
HER_34586	0	0	7	0	4	0	0	0	0	0	0	0	0	1	0	0	5	2	0	0	1
HER_34587	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
HER_34589	0	0	2	0	1	1	8	0	4	0	6	1	1	1	2	0	2	1	2	1	1
HER_3459	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
HER_34590	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
HER_34591	0	7	2	17	21	20	131	91	80	35	58	49	28	30	40	8	26	16	34	29	6
HER_34592	12	44	28	114	104	99	338	248	275	110	190	166	108	111	117	34	107	61	108	88	34
HER_34593	10	8	14	16	10	10	45	14	26	8	25	37	36	51	34	74	54	64	123	88	79
HER_34594	8	8	11	14	18	11	22	20	20	14	26	50	98	110	62	105	145	108	266	176	180
HER_34595	2	0	0	1	1	1	2	0	2	0	1	2	2	4	0	7	4	1	10	6	2
HER_34597	0	0	0	0	1	1	0	1	0	0	0	1	0	2	1	1	0	0	0	0	0
HER_34599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_346	8	4	13	87	55	118	248	132	169	53	145	131	147	122	113	68	219	225	240	274	61
HER_3460	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_34601	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_34603	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
HER_34605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_34606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_34607	0	1	0	1	0	0	0	2	2	0	0	2	1	0	1	1	0	0	1	2	0
HER_34608	60	21	54	184	134	107	117	82	49	68	112	180	110	120	94	267	181	210	292	242	256
HER_34609	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_3461	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	5	4	0	0	10
HER_34611	0	0	0	0	1	2	4	3	14	0	4	5	4	5	16	3	9	17	12	7	2
HER_34612	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	1	2	1	0	0
HER_34613	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
HER_34614	0	10	5	1	4	0	2	0	4	0	3	1	2	1	2	0	1	2	0	0	2
HER_34615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_34616	0	0	0	1	1	4	5	0	2	0	4	3	1	1	2	3	0	0	2	2	2
HER_34617	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	1	0	1	0	0
HER_34619	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1
HER_3462	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	1	0
HER_34620	3	1	8	2	6	2	19	6	19	3	14	15	16	8	6	4	10	23	7	13	11
HER_34621	1	0	0	2	3	0	1	3	1	3	1	0	2	0	2	0	1	0	2	1	1
HER_34624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_34625	0	0	0	0	0	0	0	2	0	0	0	0	0	4	2	0	0	4	4	0	0
HER_34626	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0
HER_34627	6	3	16	2	9	6	8	6	11	6	4	37	4	36	16	4	6	13	13	10	5
HER_34628	3	4	2	0	8	3	1	2	11	2	1	2	49	75	57	47	66	61	41	40	23
HER_34630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
HER_34631	0	1	0	0	1	2	2	2	5	1	2	2	3	3	3	1	4	3	6	1	1
HER_34633	0	0	0	0	0	0	2	3	4	2	1	3	1	3	3	6	5	8	7	5	1
HER_34634	74	172	136	1604	1058	1418	2152	2094	1622	978	1540	2142	2071	2586	1692	878	1703	1256	1142	1004	572
HER_34635	38	40	64	248	162	122	258	260	198	98	177	248	418	416	464	188	405	296	395	340	167
HER_34636	240	463	277	1534	1326	951	1926	1805	1962	881	1203	1973	1496	1879	1614	1032	1527	1158	2028	1558	839
HER_34637	3	5	7	7	10	16	55	24	25	16	21	30	10	16	4	3	2	3	5	3	0
HER_34638	78	185	111	355	392	375	1318	848	675	399	842	754	102	234	108	50	103	72	92	95	37
HER_3464	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1	2	0	0	0	0
HER_34640	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0
HER_34641	0	0	0	0	0	0	1	6	49	6	0	1	4	9	8	5	3	3	5	1	3
HER_34642	0	0	0	0	0	1	0	0	0	0	0	1	2	2	2	0	1	1	2	1	0
HER_34643	0	0	0	0	0	0	0	0	0	0	0	0	6	6	3	1	1	1	1	1	1
HER_34644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_34645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_34646	0	0	0	0	0	0	0	1	0	1	0	0	2	1	0	0	2	1	0	1	0
HER_34647	0	0	0	1	0	2	1	0	0	1	2	1	1	0	0	0	1	1	0	0	0
HER_34649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_3465	1	0	0	0	4	0	3	0	4	0	7	0	78	0	1	7	1	0	0	0	0
HER_34651	0	0	0	0	0	1	0	0	0	0	0	0	6	8	5	2	2	2	2	0	0
HER_34652	0	0	0	0	0	1	0	0	0	0	0	0	6	6	4	2	2	4	4	0	0
HER_34654	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	1	0	0
HER_34656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_34657	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	0	1	1	1	1	0
HER_34658	18	55	63	75	96	87	148	91	262	82	121	126	122	141	124	74	63	61	111	100	40
HER_34659	8	5	4	4	10	12	12	4	8	8	4	92	442	375	589	170	114	240	125	82	248
HER_3466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_34660	605	877	792	817	815	672	3901	1959	1729	966	2445	1577	313	594	301	188	210	171	378	317	112
HER_34661	2	4	7	11	5	8	41	25	16	20	23	17	5	8	4	2	2	3	7	4	1
HER_34663	1	0	0	10	10	3	5	3	5	2	2	1	7	5	5	3	7	7	5	3	3
HER_34664	118	220	66	217	146	131	788	273	427	164	500	462	25	315	120	102	80	47	43	62	44
HER_34665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_34667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0
HER_34669	7	16	21	189	93	68	166	570	351	426	148	95	132	176	56	27	28	28	31	34	30
HER_3467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_34670	0	1	0	18	2	6	14	60	37	33	8	10	22	7	8	1	2	1	5	4	4
HER_34672	0	0	1	5	4	7	18	38	47	20	7	7	22	14	10	1	2	0	5	4	0
HER_34673	592	431	531	838	865	575	943	933	554	758	744	1221	326	935	383	304	102	127	206	183	98
HER_34674	3244	1263	1868	2074	3550	4697	4183	4795	3449	1838	2263	3794	2651	4256	3203	943	1353	1202	1811	1364	734
HER_34675	190	674	372	480	392	317	626	361	913	112	273	322	725	314	329	226	291	182	371	289	157
HER_34676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0
HER_34677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0
HER_34678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	2	1	1
HER_34679	1	10	8	1	8	6	4	14	7	6	6	39	2	30	13	3	6	14	17	13	2
HER_3468	0	0	0	1	1	0	1	0	1	1	3	2	21	12	19	16	11	12	15	12	5
HER_34680	0	0	0	0	1	0	2	2	7	1	1	2	1	3	2	3	3	2	4	3	1
HER_34682	0	0	0	0	0	0	1	0	1	0	2	1	1	1	0	1	1	1	2	1	0
HER_34683	0	0	0	0	0	4	1	2	4	0	2	2	1	2	1	2	2	1	1	1	1
HER_34684	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
HER_34685	9	26	12	240	158	167	328	286	276	156	239	275	124	194	156	94	90	56	154	128	53
HER_34686	0	1	2	6	9	6	5	7	7	3	2	13	0	8	2	1	3	1	2	1	0
HER_34688	7	1	3	1	3	28	6	6	13	5	11	30	10	10	3	2	1	0	2	0	0
HER_3469	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HER_34690	3	5	0	4	8	2	3	0	1	0	2	1	10	9	32	2	3	0	7	2	1
HER_34691	0	0	0	240	0	0	0	0	1	0	3	0	1	1	1	1	0	0	0	0	0
