"gene_1","gene_2","species","coex","hpf"
"foxN2","gcm","Lv",0.667070952092177,20
"foxN2","soxC","Lv",293,24
"foxN2","soxC","Lv",2.3217550274223,6
"foxN2","soxC","Lv",3.61724500525762,9
"foxN2","soxC","Lv",2.16886134779241,12
"foxN2","soxC","Lv",1.16279069767442,16
"foxN2","soxC","Lv",1.64563905650027,20
"foxN2","soxC","Lv",0.545785324439054,24
"foxN2","tgif","Lv",294,6
"foxN2","tgif","Lv",1.22486288848263,9
"foxN2","tgif","Lv",4.37434279705573,12
"foxN2","tgif","Lv",15.9308029950942,16
"foxN2","tgif","Lv",11.6279069767442,20
"foxN2","tgif","Lv",12.013165112452,24
"foxN2","tgif","Lv",4.00242571255306,6
"c-lectin","foxN2","Lv",295,9
"c-lectin","foxN2","Lv",0.676416819012797,12
"c-lectin","foxN2","Lv",3.80651945320715,16
"c-lectin","foxN2","Lv",2.4012393493416,20
"c-lectin","foxN2","Lv",1.6994633273703,24
"c-lectin","foxN2","Lv",1.3713658804169,6
"c-lectin","foxN2","Lv",0.545785324439054,9
"foxN2","msp130L","Lv",296,12
"foxN2","msp130L","Lv",0.402193784277879,16
"foxN2","msp130L","Lv",2.64984227129338,20
"foxN2","msp130L","Lv",1.31680867544539,24
"foxN2","msp130L","Lv",0.715563506261181,6
"foxN2","msp130L","Lv",0.219418540866703,9
"foxN2","msp130L","Lv",0.0606428138265615,12
"foxN2","hesC","Lv",297,16
"foxN2","hesC","Lv",5.02742230347349,20
"foxN2","hesC","Lv",6.37223974763407,24
"foxN2","hesC","Lv",20.6300025819778,6
"foxN2","hesC","Lv",8.85509838998211,9
"foxN2","hesC","Lv",3.56555128908393,12
"foxN2","hesC","Lv",0.667070952092177,16
"foxN2","prox","Lv",298,20
"foxN2","prox","Lv",0,24
"foxN2","prox","Lv",0,6
"foxN2","prox","Lv",0,9
"foxN2","prox","Lv",0,12
"foxN2","prox","Lv",0,16
"foxN2","prox","Lv",0,20
"foxN2","ism","Lv",299,24
"foxN2","ism","Lv",0,6
"foxN2","ism","Lv",0,9
"foxN2","ism","Lv",0,12
"foxN2","ism","Lv",0,16
"foxN2","ism","Lv",0,20
"foxN2","ism","Lv",0,24
"fgf","foxO","Lv",300,6
"fgf","foxO","Lv",0.658135283363803,9
"fgf","foxO","Lv",3.80651945320715,12
"fgf","foxO","Lv",4.15698424993545,16
"fgf","foxO","Lv",2.50447227191413,20
"fgf","foxO","Lv",2.08447613823368,24
"fgf","foxO","Lv",0.303214069132808,6
"foxO","vegfr","Lv",301,9
"foxO","vegfr","Lv",0.036563071297989,12
"foxO","vegfr","Lv",1.28286014721346,16
"foxO","vegfr","Lv",1.29098889749548,20
"foxO","vegfr","Lv",0.805008944543828,24
"foxO","vegfr","Lv",1.70049369171695,6
"foxO","vegfr","Lv",0.121285627653123,9
"foxO","pks2","Lv",302,12
"foxO","pks2","Lv",0.036563071297989,16
"foxO","pks2","Lv",1.00946372239748,20
"foxO","pks2","Lv",0.800413116447199,24
"foxO","pks2","Lv",0.35778175313059,6
"foxO","pks2","Lv",0.548546352166758,9
"foxO","pks2","Lv",0,12
"foxO","tbr","Lv",303,16
"foxO","tbr","Lv",2.68738574040219,20
"foxO","tbr","Lv",2.12407991587802,24
"foxO","tbr","Lv",1.52336689904467,6
"foxO","tbr","Lv",0.536672629695885,9
"foxO","tbr","Lv",1.26165660998354,12
"foxO","tbr","Lv",0,16
"foxO","wnt1","Lv",304,20
"foxO","wnt1","Lv",1.3345521023766,24
"foxO","wnt1","Lv",2.50262881177708,6
"foxO","wnt1","Lv",1.80738445649367,9
"foxO","wnt1","Lv",0.626118067978533,12
"foxO","wnt1","Lv",0.65825562260011,16
"foxO","wnt1","Lv",0.0606428138265615,20
"ets1","foxO","Lv",305,24
"ets1","foxO","Lv",2.3217550274223,6
"ets1","foxO","Lv",2.54468980021031,9
"ets1","foxO","Lv",1.18770978569584,12
"ets1","foxO","Lv",0.536672629695885,16
"ets1","foxO","Lv",1.31651124520022,20
"ets1","foxO","Lv",0.121285627653123,24
"erg","foxO","Lv",306,6
"erg","foxO","Lv",0,9
"erg","foxO","Lv",0,12
"erg","foxO","Lv",0,16
"erg","foxO","Lv",0,20
"erg","foxO","Lv",0,24
"erg","foxO","Lv",0,6
"foxO","sm37","Lv",307,9
"foxO","sm37","Lv",0,12
"foxO","sm37","Lv",0.126182965299685,16
"foxO","sm37","Lv",0.955331784146656,20
"foxO","sm37","Lv",0.447227191413238,24
"foxO","sm37","Lv",1.09709270433352,6
"foxO","sm37","Lv",0.0606428138265615,9
"foxO","sm50","Lv",308,12
"foxO","sm50","Lv",0.0182815356489945,16
"foxO","sm50","Lv",0.189274447949527,20
"foxO","sm50","Lv",0.593854892847922,24
"foxO","sm50","Lv",0.447227191413238,6
"foxO","sm50","Lv",0.548546352166758,9
"foxO","sm50","Lv",0.0606428138265615,12
"foxO","kirrelL","Lv",309,16
"foxO","kirrelL","Lv",0,20
"foxO","kirrelL","Lv",0,24
"foxO","kirrelL","Lv",0.103279111799639,6
"foxO","kirrelL","Lv",0,9
"foxO","kirrelL","Lv",0.274273176083379,12
"foxO","kirrelL","Lv",0,16
"foxB","foxO","Lv",310,20
"foxB","foxO","Lv",0.0548446069469835,24
"foxB","foxO","Lv",0.021030494216614,6
"foxB","foxO","Lv",0.69713400464756,9
"foxB","foxO","Lv",0,12
"foxB","foxO","Lv",0.274273176083379,16
"foxB","foxO","Lv",0.0606428138265615,20
"dri","foxO","Lv",311,24
"dri","foxO","Lv",0.420475319926874,6
"dri","foxO","Lv",1.30389064143007,9
"dri","foxO","Lv",1.31680867544539,12
"dri","foxO","Lv",1.6994633273703,16
"dri","foxO","Lv",3.67526055951728,20
"dri","foxO","Lv",1.21285627653123,24
"foxO","hex","Lv",312,6
"foxO","hex","Lv",1.6819012797075,9
"foxO","hex","Lv",1.4931650893796,12
"foxO","hex","Lv",1.44590756519494,16
"foxO","hex","Lv",0.268336314847943,20
"foxO","hex","Lv",0.548546352166758,24
"foxO","hex","Lv",0.303214069132808,6
"foxO","irf4","Lv",313,9
"foxO","irf4","Lv",0,12
"foxO","irf4","Lv",0.0630914826498422,16
"foxO","irf4","Lv",0.0516395558998192,20
"foxO","irf4","Lv",0,24
"foxO","irf4","Lv",0.164563905650027,6
"foxO","irf4","Lv",0.0606428138265615,9
"foxO","mmp16","Lv",314,12
"foxO","mmp16","Lv",0.146252285191956,16
"foxO","mmp16","Lv",0.483701366982124,20
"foxO","mmp16","Lv",0.361476891298735,24
"foxO","mmp16","Lv",0.35778175313059,6
"foxO","mmp16","Lv",0.438837081733407,9
"foxO","mmp16","Lv",0,12
"foxO","pks1","Lv",315,16
"foxO","pks1","Lv",0.0914076782449725,20
"foxO","pks1","Lv",0.588853838065195,24
"foxO","pks1","Lv",1.47172734314485,6
"foxO","pks1","Lv",1.07334525939177,9
"foxO","pks1","Lv",0.987383433900165,12
"foxO","pks1","Lv",0.181928441479685,16
"foxO","gcm","Lv",316,20
"foxO","gcm","Lv",0.548446069469835,24
"foxO","gcm","Lv",0.841219768664564,6
"foxO","gcm","Lv",1.62664601084431,9
"foxO","gcm","Lv",1.16279069767442,12
"foxO","gcm","Lv",0.713110257816785,16
"foxO","gcm","Lv",0.0606428138265615,20
"foxO","soxC","Lv",317,24
"foxO","soxC","Lv",0.712979890310786,6
"foxO","soxC","Lv",0.904311251314406,9
"foxO","soxC","Lv",0.568035114898012,12
"foxO","soxC","Lv",0.536672629695885,16
"foxO","soxC","Lv",0.548546352166758,20
"foxO","soxC","Lv",0.121285627653123,24
"foxO","tgif","Lv",318,6
"foxO","tgif","Lv",1.0054844606947,9
"foxO","tgif","Lv",1.11461619348055,12
"foxO","tgif","Lv",2.65943712884069,16
"foxO","tgif","Lv",2.14669051878354,20
"foxO","tgif","Lv",2.57816785518376,24
"foxO","tgif","Lv",0.363856882959369,6
"c-lectin","foxO","Lv",319,9
"c-lectin","foxO","Lv",0.274223034734918,12
"c-lectin","foxO","Lv",1.07255520504732,16
"c-lectin","foxO","Lv",0.877872450296927,20
"c-lectin","foxO","Lv",0.447227191413238,24
"c-lectin","foxO","Lv",0.877674163466813,6
"c-lectin","foxO","Lv",0.0606428138265615,9
"foxO","msp130L","Lv",320,12
"foxO","msp130L","Lv",0.073126142595978,16
"foxO","msp130L","Lv",0.736067297581493,20
"foxO","msp130L","Lv",0.387296669248644,24
"foxO","msp130L","Lv",0.268336314847943,6
"foxO","msp130L","Lv",0.383982446516731,9
"foxO","msp130L","Lv",0.0606428138265615,12
"foxO","hesC","Lv",321,16
"foxO","hesC","Lv",3.45521023765996,20
"foxO","hesC","Lv",3.47003154574132,24
"foxO","hesC","Lv",6.76478182287632,6
"foxO","hesC","Lv",3.39892665474061,9
"foxO","hesC","Lv",1.15194733955019,12
"foxO","hesC","Lv",0.181928441479685,16
"foxO","prox","Lv",322,20
"foxO","prox","Lv",0,24
"foxO","prox","Lv",0,6
"foxO","prox","Lv",0,9
"foxO","prox","Lv",0,12
"foxO","prox","Lv",0,16
"foxO","prox","Lv",0,20
"foxO","ism","Lv",323,24
"foxO","ism","Lv",0,6
"foxO","ism","Lv",0,9
"foxO","ism","Lv",0,12
"foxO","ism","Lv",0,16
"foxO","ism","Lv",0,20
"foxO","ism","Lv",0,24
"foxN2","foxO","Lv",324,6
"foxN2","foxO","Lv",1.20658135283364,9
"foxN2","foxO","Lv",2.8391167192429,12
"foxN2","foxO","Lv",3.53730957913762,16
"foxN2","foxO","Lv",1.96779964221825,20
"foxN2","foxO","Lv",2.19418540866703,24
"foxN2","foxO","Lv",0.0606428138265615,6
"fgf","scl","Lv",325,9
"fgf","scl","Lv",0.20109689213894,12
"fgf","scl","Lv",1.99789695057834,16
"fgf","scl","Lv",1.26516911954557,20
"fgf","scl","Lv",0.894454382826476,24
"fgf","scl","Lv",0.65825562260011,6
"fgf","scl","Lv",0.727713765918739,9
"scl","vegfr","Lv",326,12
"scl","vegfr","Lv",0.0182815356489945,16
"scl","vegfr","Lv",1.74553101997897,20
"scl","vegfr","Lv",1.11025045184611,24
"scl","vegfr","Lv",1.52057245080501,6
"scl","vegfr","Lv",1.48107515085025,9
"scl","vegfr","Lv",0.545785324439054,12
"pks2","scl","Lv",327,16
"pks2","scl","Lv",0,20
"pks2","scl","Lv",1.32492113564669,24
"pks2","scl","Lv",0.464756003098373,6
"pks2","scl","Lv",0.268336314847943,9
"pks2","scl","Lv",0.0548546352166758,12
"pks2","scl","Lv",0.121285627653123,16
"scl","tbr","Lv",328,20
"scl","tbr","Lv",0.329067641681901,24
"scl","tbr","Lv",4.81598317560463,6
"scl","tbr","Lv",4.00206558223599,9
"scl","tbr","Lv",2.77280858676208,12
"scl","tbr","Lv",1.20680197476687,16
"scl","tbr","Lv",0.242571255306246,20
"scl","wnt1","Lv",329,24
"scl","wnt1","Lv",0.255941499085923,6
"scl","wnt1","Lv",4.22712933753943,9
"scl","wnt1","Lv",0.542215336948102,12
"scl","wnt1","Lv",0.178890876565295,16
"scl","wnt1","Lv",0.164563905650027,20
"scl","wnt1","Lv",0.242571255306246,24
"ets1","scl","Lv",330,6
"ets1","scl","Lv",0.255941499085923,9
"ets1","scl","Lv",3.00736067297581,12
"ets1","scl","Lv",2.73689646269042,16
"ets1","scl","Lv",3.48837209302326,20
"ets1","scl","Lv",2.46845858475041,24
"ets1","scl","Lv",0.667070952092177,6
"erg","scl","Lv",331,9
"erg","scl","Lv",0,12
"erg","scl","Lv",0,16
"erg","scl","Lv",0,20
"erg","scl","Lv",0,24
"erg","scl","Lv",0,6
"erg","scl","Lv",0,9
"scl","sm37","Lv",332,12
"scl","sm37","Lv",0,16
"scl","sm37","Lv",0.10515247108307,20
"scl","sm37","Lv",0.981151562096566,24
"scl","sm37","Lv",0.447227191413238,6
"scl","sm37","Lv",0.219418540866703,9
"scl","sm37","Lv",0.485142510612492,12
"scl","sm50","Lv",333,16
"scl","sm50","Lv",0,20
"scl","sm50","Lv",0.294426919032597,24
"scl","sm50","Lv",0.361476891298735,6
"scl","sm50","Lv",0.447227191413238,9
"scl","sm50","Lv",0,12
"scl","sm50","Lv",0.181928441479685,16
"kirrelL","scl","Lv",334,20
"kirrelL","scl","Lv",0,24
"kirrelL","scl","Lv",0,6
"kirrelL","scl","Lv",0.0258197779499096,9
"kirrelL","scl","Lv",0,12
"kirrelL","scl","Lv",0,16
"kirrelL","scl","Lv",0.121285627653123,20
"foxB","scl","Lv",335,24
"foxB","scl","Lv",0,6
"foxB","scl","Lv",0.0420609884332281,9
"foxB","scl","Lv",0.387296669248644,12
"foxB","scl","Lv",0,16
"foxB","scl","Lv",0.109709270433352,20
"foxB","scl","Lv",0,24
"dri","scl","Lv",336,6
"dri","scl","Lv",0.164533820840951,9
"dri","scl","Lv",1.74553101997897,12
"dri","scl","Lv",0.464756003098373,16
"dri","scl","Lv",0.805008944543828,20
"dri","scl","Lv",1.5907844212836,24
"dri","scl","Lv",0.848999393571862,6
"hex","scl","Lv",337,9
"hex","scl","Lv",0.237659963436929,12
"hex","scl","Lv",2.16614090431125,16
"hex","scl","Lv",3.4856700232378,20
"hex","scl","Lv",3.66726296958855,24
"hex","scl","Lv",4.38837081733406,6
"hex","scl","Lv",0.848999393571862,9
"irf4","scl","Lv",338,12
"irf4","scl","Lv",0.0182815356489945,16
"irf4","scl","Lv",0.0420609884332281,20
"irf4","scl","Lv",0.387296669248644,24
"irf4","scl","Lv",1.96779964221825,6
"irf4","scl","Lv",1.75534832693363,9
"irf4","scl","Lv",0.727713765918739,12
"mmp16","scl","Lv",339,16
"mmp16","scl","Lv",0,20
"mmp16","scl","Lv",0.231335436382755,24
"mmp16","scl","Lv",0.180738445649367,6
"mmp16","scl","Lv",0.447227191413238,9
"mmp16","scl","Lv",0.219418540866703,12
"mmp16","scl","Lv",0.121285627653123,16
"pks1","scl","Lv",340,20
"pks1","scl","Lv",0.0182815356489945,24
"pks1","scl","Lv",1.53522607781283,6
"pks1","scl","Lv",2.09140201394268,9
"pks1","scl","Lv",0.626118067978533,12
"pks1","scl","Lv",0.713110257816785,16
"pks1","scl","Lv",0,20
"gcm","scl","Lv",341,24
"gcm","scl","Lv",0.036563071297989,6
"gcm","scl","Lv",2.01892744479495,9
"gcm","scl","Lv",2.01394268009295,12
"gcm","scl","Lv",0.536672629695885,16
"gcm","scl","Lv",0.164563905650027,20
"gcm","scl","Lv",0,24
"scl","soxC","Lv",342,6
"scl","soxC","Lv",0.0548446069469835,9
"scl","soxC","Lv",0.504731861198738,12
"scl","soxC","Lv",0.335657113348825,16
"scl","soxC","Lv",0.626118067978533,20
"scl","soxC","Lv",0.438837081733407,24
"scl","soxC","Lv",0.0606428138265615,6
"scl","tgif","Lv",343,9
"scl","tgif","Lv",0.0548446069469835,12
"scl","tgif","Lv",1.51419558359621,16
"scl","tgif","Lv",1.52336689904467,20
"scl","tgif","Lv",3.30948121645796,24
"scl","tgif","Lv",2.46845858475041,6
"scl","tgif","Lv",0.485142510612492,9
"c-lectin","scl","Lv",344,12
"c-lectin","scl","Lv",0.036563071297989,16
"c-lectin","scl","Lv",1.45110410094637,20
"c-lectin","scl","Lv",0.542215336948102,24
"c-lectin","scl","Lv",0.35778175313059,6
"c-lectin","scl","Lv",0.164563905650027,9
"c-lectin","scl","Lv",0.606428138265616,12
"msp130L","scl","Lv",345,16
"msp130L","scl","Lv",0.0182815356489945,20
"msp130L","scl","Lv",1.03049421661409,24
"msp130L","scl","Lv",0.387296669248644,6
"msp130L","scl","Lv",0.178890876565295,9
"msp130L","scl","Lv",0.164563905650027,12
"msp130L","scl","Lv",0.0606428138265615,16
"hesC","scl","Lv",346,20
"hesC","scl","Lv",0.20109689213894,24
"hesC","scl","Lv",0.483701366982124,6
"hesC","scl","Lv",2.34959979344178,9
"hesC","scl","Lv",2.14669051878354,12
"hesC","scl","Lv",0.603400987383434,16
"hesC","scl","Lv",0.0606428138265615,20
"prox","scl","Lv",347,24
"prox","scl","Lv",0,6
"prox","scl","Lv",0,9
"prox","scl","Lv",0,12
"prox","scl","Lv",0,16
"prox","scl","Lv",0,20
"prox","scl","Lv",0,24
"ism","scl","Lv",348,6
"ism","scl","Lv",0,9
"ism","scl","Lv",0,12
"ism","scl","Lv",0,16
"ism","scl","Lv",0,20
"ism","scl","Lv",0,24
"ism","scl","Lv",0,6
"foxN2","scl","Lv",349,9
"foxN2","scl","Lv",0.219378427787934,12
"foxN2","scl","Lv",4.43743427970557,16
"foxN2","scl","Lv",3.64058869093726,20
"foxN2","scl","Lv",1.78890876565295,24
"foxN2","scl","Lv",2.24904004388371,6
"foxN2","scl","Lv",0.545785324439054,9
"foxO","scl","Lv",350,12
"foxO","scl","Lv",0.073126142595978,16
"foxO","scl","Lv",0.757097791798107,20
"foxO","scl","Lv",0.568035114898012,24
"foxO","scl","Lv",0.35778175313059,6
"foxO","scl","Lv",0.438837081733407,9
"foxO","scl","Lv",0.181928441479685,12
"elav","fgf","Lv",351,16
"elav","fgf","Lv",0,20
"elav","fgf","Lv",0,24
"elav","fgf","Lv",0,6
"elav","fgf","Lv",0,9
"elav","fgf","Lv",0,12
"elav","fgf","Lv",0,16
"elav","vegfr","Lv",352,20
"elav","vegfr","Lv",0,24
"elav","vegfr","Lv",0,6
"elav","vegfr","Lv",0,9
"elav","vegfr","Lv",0,12
"elav","vegfr","Lv",0,16
"elav","vegfr","Lv",0,20
"elav","pks2","Lv",353,24
"elav","pks2","Lv",0,6
"elav","pks2","Lv",0,9
"elav","pks2","Lv",0,12
"elav","pks2","Lv",0,16
"elav","pks2","Lv",0,20
"elav","pks2","Lv",0,24
"elav","tbr","Lv",354,6
"elav","tbr","Lv",0,9
"elav","tbr","Lv",0,12
"elav","tbr","Lv",0,16
"elav","tbr","Lv",0,20
"elav","tbr","Lv",0,24
"elav","tbr","Lv",0,6
"elav","wnt1","Lv",355,9
"elav","wnt1","Lv",0,12
"elav","wnt1","Lv",0,16
"elav","wnt1","Lv",0,20
"elav","wnt1","Lv",0,24
"elav","wnt1","Lv",0,6
"elav","wnt1","Lv",0,9
"elav","ets1","Lv",356,12
"elav","ets1","Lv",0,16
"elav","ets1","Lv",0,20
"elav","ets1","Lv",0,24
"elav","ets1","Lv",0,6
"elav","ets1","Lv",0,9
"elav","ets1","Lv",0,12
"elav","erg","Lv",357,16
"elav","erg","Lv",0,20
"elav","erg","Lv",0,24
"elav","erg","Lv",0,6
"elav","erg","Lv",0,9
"elav","erg","Lv",0,12
"elav","erg","Lv",0,16
"elav","sm37","Lv",358,20
"elav","sm37","Lv",0,24
"elav","sm37","Lv",0,6
"elav","sm37","Lv",0,9
"elav","sm37","Lv",0,12
"elav","sm37","Lv",0,16
"elav","sm37","Lv",0,20
"elav","sm50","Lv",359,24
"elav","sm50","Lv",0,6
"elav","sm50","Lv",0,9
"elav","sm50","Lv",0,12
"elav","sm50","Lv",0,16
"elav","sm50","Lv",0,20
"elav","sm50","Lv",0,24
"elav","kirrelL","Lv",360,6
"elav","kirrelL","Lv",0,9
"elav","kirrelL","Lv",0,12
"elav","kirrelL","Lv",0,16
"elav","kirrelL","Lv",0,20
"elav","kirrelL","Lv",0,24
"elav","kirrelL","Lv",0,6
"elav","foxB","Lv",361,9
"elav","foxB","Lv",0,12
"elav","foxB","Lv",0,16
"elav","foxB","Lv",0,20
"elav","foxB","Lv",0,24
"elav","foxB","Lv",0,6
"elav","foxB","Lv",0,9
"dri","elav","Lv",362,12
"dri","elav","Lv",0,16
"dri","elav","Lv",0,20
"dri","elav","Lv",0,24
"dri","elav","Lv",0,6
"dri","elav","Lv",0,9
"dri","elav","Lv",0,12
"elav","hex","Lv",363,16
"elav","hex","Lv",0,20
"elav","hex","Lv",0,24
"elav","hex","Lv",0,6
"elav","hex","Lv",0,9
"elav","hex","Lv",0,12
"elav","hex","Lv",0,16
"elav","irf4","Lv",364,20
"elav","irf4","Lv",0,24
"elav","irf4","Lv",0,6
"elav","irf4","Lv",0,9
"elav","irf4","Lv",0,12
"elav","irf4","Lv",0,16
"elav","irf4","Lv",0,20
"elav","mmp16","Lv",365,24
"elav","mmp16","Lv",0,6
"elav","mmp16","Lv",0,9
"elav","mmp16","Lv",0,12
"elav","mmp16","Lv",0,16
"elav","mmp16","Lv",0,20
"elav","mmp16","Lv",0,24
"elav","pks1","Lv",366,6
"elav","pks1","Lv",0,9
"elav","pks1","Lv",0,12
"elav","pks1","Lv",0,16
"elav","pks1","Lv",0,20
"elav","pks1","Lv",0,24
"elav","pks1","Lv",0,6
"elav","gcm","Lv",367,9
"elav","gcm","Lv",0,12
"elav","gcm","Lv",0,16
"elav","gcm","Lv",0,20
"elav","gcm","Lv",0,24
"elav","gcm","Lv",0,6
"elav","gcm","Lv",0,9
"elav","soxC","Lv",368,12
"elav","soxC","Lv",0,16
"elav","soxC","Lv",0,20
"elav","soxC","Lv",0,24
"elav","soxC","Lv",0,6
"elav","soxC","Lv",0,9
"elav","soxC","Lv",0,12
"elav","tgif","Lv",369,16
"elav","tgif","Lv",0,20
"elav","tgif","Lv",0,24
"elav","tgif","Lv",0,6
"elav","tgif","Lv",0,9
"elav","tgif","Lv",0,12
"elav","tgif","Lv",0,16
"c-lectin","elav","Lv",370,20
"c-lectin","elav","Lv",0,24
"c-lectin","elav","Lv",0,6
"c-lectin","elav","Lv",0,9
"c-lectin","elav","Lv",0,12
"c-lectin","elav","Lv",0,16
"c-lectin","elav","Lv",0,20
"elav","msp130L","Lv",371,24
"elav","msp130L","Lv",0,6
"elav","msp130L","Lv",0,9
"elav","msp130L","Lv",0,12
"elav","msp130L","Lv",0,16
"elav","msp130L","Lv",0,20
"elav","msp130L","Lv",0,24
"elav","hesC","Lv",372,6
"elav","hesC","Lv",0,9
"elav","hesC","Lv",0,12
"elav","hesC","Lv",0,16
"elav","hesC","Lv",0,20
"elav","hesC","Lv",0,24
"elav","hesC","Lv",0,6
"elav","prox","Lv",373,9
"elav","prox","Lv",0,12
"elav","prox","Lv",0,16
"elav","prox","Lv",0,20
"elav","prox","Lv",0,24
"elav","prox","Lv",0,6
"elav","prox","Lv",0,9
"elav","ism","Lv",374,12
"elav","ism","Lv",0,16
"elav","ism","Lv",0,20
"elav","ism","Lv",0,24
"elav","ism","Lv",0,6
"elav","ism","Lv",0,9
"elav","ism","Lv",0,12
"elav","foxN2","Lv",375,16
"elav","foxN2","Lv",0,20
"elav","foxN2","Lv",0,24
"elav","foxN2","Lv",0,6
"elav","foxN2","Lv",0,9
"elav","foxN2","Lv",0,12
"elav","foxN2","Lv",0,16
"elav","foxO","Lv",376,20
"elav","foxO","Lv",0,24
"elav","foxO","Lv",0,6
"elav","foxO","Lv",0,9
"elav","foxO","Lv",0,12
"elav","foxO","Lv",0,16
"elav","foxO","Lv",0,20
"elav","scl","Lv",377,24
"elav","scl","Lv",0,6
"elav","scl","Lv",0,9
"elav","scl","Lv",0,12
"elav","scl","Lv",0,16
"elav","scl","Lv",0,20
"elav","scl","Lv",0,24
"delta","fgf","Lv",378,6
"delta","fgf","Lv",5.44789762340037,9
"delta","fgf","Lv",5.44689800210305,12
"delta","fgf","Lv",1.96230312419313,16
"delta","fgf","Lv",0.268336314847943,20
"delta","fgf","Lv",0.65825562260011,24
"delta","fgf","Lv",1.15221346270467,6
"delta","vegfr","Lv",379,9
"delta","vegfr","Lv",0.164533820840951,12
"delta","vegfr","Lv",4.87907465825447,16
"delta","vegfr","Lv",1.49754712109476,20
"delta","vegfr","Lv",1.16279069767442,24
"delta","vegfr","Lv",0.987383433900165,6
"delta","vegfr","Lv",0.121285627653123,9
"delta","pks2","Lv",380,12
"delta","pks2","Lv",0.036563071297989,16
"delta","pks2","Lv",3.59621451104101,20
"delta","pks2","Lv",0.593854892847922,24
"delta","pks2","Lv",0.0894454382826475,6
"delta","pks2","Lv",0.0548546352166758,9
"delta","pks2","Lv",0.0606428138265615,12
"delta","tbr","Lv",381,16
"delta","tbr","Lv",8.06215722120658,20
"delta","tbr","Lv",15.2471083070452,24
"delta","tbr","Lv",6.4291247095275,6
"delta","tbr","Lv",2.41502683363148,9
"delta","tbr","Lv",1.09709270433352,12
"delta","tbr","Lv",0.242571255306246,16
"delta","wnt1","Lv",382,20
"delta","wnt1","Lv",8.17184643510055,24
"delta","wnt1","Lv",14.006309148265,6
"delta","wnt1","Lv",1.21352956364575,9
"delta","wnt1","Lv",0.0894454382826475,12
"delta","wnt1","Lv",0.219418540866703,16
"delta","wnt1","Lv",0.363856882959369,20
"delta","ets1","Lv",383,24
"delta","ets1","Lv",6.41681901279707,6
"delta","ets1","Lv",8.70662460567823,9
"delta","ets1","Lv",3.04673379808934,12
"delta","ets1","Lv",2.50447227191413,16
"delta","ets1","Lv",1.42622051563357,20
"delta","ets1","Lv",0.363856882959369,24
"delta","erg","Lv",384,6
"delta","erg","Lv",0,9
"delta","erg","Lv",0,12
"delta","erg","Lv",0,16
"delta","erg","Lv",0,20
"delta","erg","Lv",0,24
"delta","erg","Lv",0,6
"delta","sm37","Lv",385,9
"delta","sm37","Lv",0,12
"delta","sm37","Lv",0.378548895899054,16
"delta","sm37","Lv",1.05861089594629,20
"delta","sm37","Lv",0.178890876565295,24
"delta","sm37","Lv",0.164563905650027,6
"delta","sm37","Lv",0.121285627653123,9
"delta","sm50","Lv",386,12
"delta","sm50","Lv",0,16
"delta","sm50","Lv",0.609884332281809,20
"delta","sm50","Lv",0.593854892847922,24
"delta","sm50","Lv",0.268336314847943,6
"delta","sm50","Lv",0.109709270433352,9
"delta","sm50","Lv",0,12
"delta","kirrelL","Lv",387,16
"delta","kirrelL","Lv",0,20
"delta","kirrelL","Lv",0,24
"delta","kirrelL","Lv",0.129098889749548,6
"delta","kirrelL","Lv",0,9
"delta","kirrelL","Lv",0,12
"delta","kirrelL","Lv",0,16
"delta","foxB","Lv",388,20
"delta","foxB","Lv",0.127970749542962,24
"delta","foxB","Lv",0.0630914826498422,6
"delta","foxB","Lv",0.568035114898012,9
"delta","foxB","Lv",0,12
"delta","foxB","Lv",0.0548546352166758,16
"delta","foxB","Lv",0,20
"delta","dri","Lv",389,24
"delta","dri","Lv",4.05850091407678,6
"delta","dri","Lv",4.56361724500526,9
"delta","dri","Lv",0.903692228246837,12
"delta","dri","Lv",0.447227191413238,16
"delta","dri","Lv",2.24904004388371,20
"delta","dri","Lv",3.9417828987265,24
"delta","hex","Lv",390,6
"delta","hex","Lv",4.18647166361974,9
"delta","hex","Lv",5.80441640378549,12
"delta","hex","Lv",3.56312935708753,16
"delta","hex","Lv",1.96779964221825,20
"delta","hex","Lv",1.8102029621503,24
"delta","hex","Lv",0.667070952092177,6
"delta","irf4","Lv",391,9
"delta","irf4","Lv",0.0548446069469835,12
"delta","irf4","Lv",0.0841219768664563,16
"delta","irf4","Lv",0.387296669248644,20
"delta","irf4","Lv",0.983899821109123,24
"delta","irf4","Lv",0.548546352166758,6
"delta","irf4","Lv",0,9
"delta","mmp16","Lv",392,12
"delta","mmp16","Lv",0.127970749542962,16
"delta","mmp16","Lv",0.504731861198738,20
"delta","mmp16","Lv",0.490575781048283,24
"delta","mmp16","Lv",0.0894454382826475,6
"delta","mmp16","Lv",0.164563905650027,9
"delta","mmp16","Lv",0.0606428138265615,12
"delta","pks1","Lv",393,16
"delta","pks1","Lv",0.146252285191956,20
"delta","pks1","Lv",5.02628811777077,24
"delta","pks1","Lv",5.70617092693003,6
"delta","pks1","Lv",0.715563506261181,9
"delta","pks1","Lv",0.329127811300055,12
"delta","pks1","Lv",0.303214069132808,16
"delta","gcm","Lv",394,20
"delta","gcm","Lv",1.37111517367459,24
"delta","gcm","Lv",7.29758149316509,6
"delta","gcm","Lv",5.75781048282985,9
"delta","gcm","Lv",0.805008944543828,12
